log_id,user_id,book_id,start_date,completion_date,is_completed,reminder_opt_in,action_performed,action_verification_date
70,339.0,9,2025-12-28,,False,False,False,
71,236.0,10,2025-09-16,,False,False,False,
72,288.0,1,2025-11-09,2025-11-18,True,True,False,
73,321.0,1,2024-12-21,2024-12-26,True,True,True,2025-01-02
74,42.0,36,2025-03-30,2025-04-18,True,False,False,
75,131.0,18,2025-08-29,,False,True,False,
76,363.0,3,2025-02-08,,False,False,False,
77,76.0,19,2025-10-31,,False,True,False,
78,342.0,26,2025-11-16,2025-12-06,True,False,False,
79,464.0,29,2025-12-29,2026-01-22,True,False,True,2026-01-28
80,443.0,34,2025-12-02,2025-12-16,True,False,False,
81,291.0,16,2025-12-01,,False,True,False,
82,467.0,33,2025-10-28,2025-11-16,True,False,False,
83,311.0,33,2025-05-27,2025-06-19,True,True,False,
84,398.0,36,2025-10-03,2025-10-08,True,True,False,
85,337.0,37,2025-05-08,2025-05-31,True,True,False,
86,344.0,1,2025-12-24,2026-01-05,True,False,False,
87,152.0,12,2025-10-20,,False,False,False,
88,296.0,24,2025-07-19,,False,False,False,
89,319.0,21,2025-12-22,,False,False,False,
90,241.0,16,2025-11-15,,False,False,False,
91,178.0,20,2025-03-27,2025-04-19,True,True,True,2025-04-21
92,171.0,20,2025-07-31,2025-08-24,True,False,False,
93,78.0,25,2025-09-06,2025-09-28,True,True,False,
94,263.0,34,2025-11-27,,False,True,False,
95,50.0,38,2025-04-19,,False,True,False,
96,359.0,6,2025-06-05,,False,True,False,
97,27.0,14,2025-10-27,2025-11-12,True,True,True,2025-11-13
98,487.0,13,2024-07-06,,False,False,False,
99,85.0,1,2025-11-21,2025-11-24,True,False,False,
100,227.0,26,2025-04-02,2025-04-21,True,False,False,
101,469.0,27,2024-04-14,,False,False,False,
102,375.0,14,2025-03-31,2025-04-22,True,True,True,2025-04-24
103,215.0,9,2025-04-24,2025-05-01,True,True,False,
104,330.0,8,2025-06-12,2025-07-06,True,False,False,
105,76.0,28,2025-05-25,2025-06-10,True,True,True,2025-06-13
106,233.0,23,2025-12-14,,False,False,False,
107,47.0,15,2025-12-11,2025-12-22,True,True,False,
108,412.0,3,2025-06-02,,False,False,False,
109,69.0,15,2025-10-16,,False,False,False,
110,364.0,3,2025-09-17,,False,True,False,
111,298.0,18,2025-12-16,2025-12-25,True,True,False,
112,458.0,26,2025-01-12,2025-02-02,True,False,True,2025-02-09
113,17.0,32,2025-09-14,2025-10-04,True,False,False,
114,239.0,26,2024-09-12,2024-10-07,True,True,False,
115,353.0,3,2025-09-28,,False,False,False,
116,244.0,33,2025-06-14,,False,False,False,
117,277.0,13,2025-11-11,2025-11-22,True,False,False,
118,282.0,32,2025-12-20,2025-12-29,True,False,False,
119,200.0,24,2025-12-30,,False,False,False,
120,493.0,40,2025-05-21,2025-06-08,True,True,False,
121,31.0,33,2025-09-09,,False,True,False,
122,228.0,12,2025-04-25,,False,False,False,
123,230.0,36,2025-05-15,2025-05-24,True,True,False,
124,239.0,35,2024-11-22,2024-12-11,True,True,False,
125,175.0,27,2024-04-28,2024-05-23,True,True,False,
126,366.0,10,2025-09-22,2025-09-28,True,True,True,2025-10-09
127,279.0,39,2025-11-12,,False,True,False,
128,127.0,19,2025-07-02,2025-07-11,True,False,False,
129,224.0,33,2025-07-13,2025-08-02,True,True,False,
130,102.0,27,2025-11-27,2025-12-04,True,True,True,2025-12-09
131,269.0,12,2024-06-06,,False,False,False,
132,359.0,34,2025-12-11,2026-01-01,True,True,False,
133,410.0,27,2025-03-19,2025-03-22,True,True,False,
134,414.0,23,2025-07-02,2025-07-26,True,True,False,
135,475.0,21,2025-08-29,2025-09-24,True,True,False,
136,289.0,7,2025-09-15,2025-10-11,True,False,True,2025-10-13
137,122.0,23,2024-08-01,,False,False,False,
138,246.0,29,2024-12-21,2025-01-19,True,True,False,
139,406.0,10,2025-12-29,2026-01-17,True,True,True,2026-01-26
140,92.0,14,2025-03-04,2025-03-19,True,False,False,
141,34.0,7,2025-10-19,,False,False,False,
142,331.0,20,2025-12-18,,False,True,False,
143,396.0,11,2025-08-09,2025-09-04,True,False,False,
144,120.0,11,2025-10-05,2025-10-15,True,False,True,2025-10-21
145,367.0,33,2025-12-30,2026-01-10,True,True,True,2026-01-19
146,261.0,39,2025-12-29,,False,True,False,
147,258.0,15,2025-07-30,2025-08-07,True,True,True,2025-08-08
148,166.0,33,2025-05-26,2025-06-06,True,True,False,
149,394.0,28,2025-06-23,2025-07-14,True,False,True,2025-07-17
150,295.0,16,2024-06-08,2024-06-26,True,True,False,
151,359.0,19,2025-06-02,,False,True,False,
152,494.0,25,2025-06-11,2025-06-17,True,False,True,2025-06-26
153,140.0,21,2025-11-24,2025-11-27,True,False,False,
154,419.0,3,2025-10-16,,False,False,False,
155,163.0,27,2025-02-26,2025-03-22,True,False,False,
156,479.0,22,2025-07-31,2025-08-25,True,True,True,2025-09-01
157,378.0,36,2025-11-29,2025-12-13,True,False,False,
158,201.0,4,2025-05-08,2025-05-29,True,True,True,2025-05-30
159,307.0,30,2025-11-20,,False,True,False,
160,24.0,30,2025-03-30,2025-04-26,True,True,True,2025-05-07
161,340.0,29,2025-08-21,,False,True,False,
162,172.0,25,2025-09-21,,False,True,False,
163,199.0,3,2025-10-21,,False,True,False,
164,167.0,12,2025-02-18,,False,False,False,
165,347.0,3,2025-11-13,,False,False,False,
166,259.0,3,2024-11-13,,False,False,False,
167,291.0,38,2024-12-26,,False,False,False,
168,168.0,14,2025-08-04,2025-08-18,True,True,True,2025-08-21
169,448.0,19,2025-02-21,2025-03-18,True,False,False,
170,281.0,40,2025-10-20,,False,True,False,
171,287.0,7,2025-11-27,2025-12-16,True,True,False,
172,280.0,36,2024-07-17,2024-08-13,True,False,False,
173,494.0,21,2024-05-01,2024-05-28,True,True,False,
174,439.0,3,2025-12-18,,False,True,False,
175,316.0,12,2024-12-29,,False,False,False,
176,394.0,28,2025-08-27,2025-09-20,True,False,True,2025-09-28
177,306.0,35,2025-07-21,,False,True,False,
178,18.0,27,2025-12-23,2026-01-12,True,True,True,2026-01-14
179,178.0,19,2025-05-07,2025-05-22,True,False,False,
180,306.0,35,2025-10-05,,False,True,False,
181,228.0,24,2025-12-05,,False,True,False,
182,193.0,16,2025-05-17,,False,False,False,
183,127.0,28,2025-12-21,,False,False,False,
184,212.0,10,2025-12-06,2025-12-25,True,True,False,
185,298.0,33,2025-10-26,,False,True,False,
186,357.0,30,2025-07-06,2025-07-17,True,True,True,2025-07-27
187,257.0,20,2025-12-20,,False,True,False,
188,133.0,10,2024-11-24,,False,False,False,
189,459.0,9,2024-05-22,,False,False,False,
190,345.0,38,2025-11-09,,False,False,False,
191,415.0,21,2025-12-17,,False,True,False,
192,313.0,35,2025-09-30,2025-10-24,True,False,True,2025-10-25
193,91.0,6,2025-08-03,,False,False,False,
194,81.0,17,2024-08-17,,False,False,False,
195,200.0,36,2025-12-29,2026-01-21,True,True,False,
196,307.0,3,2025-08-01,,False,True,False,
197,53.0,35,2025-10-30,2025-11-03,True,True,True,2025-11-10
198,471.0,6,2025-09-14,,False,True,False,
199,221.0,34,2025-12-24,2026-01-08,True,True,False,
200,372.0,4,2025-12-20,2026-01-17,True,True,False,
201,486.0,11,2024-09-09,,False,True,False,
202,459.0,11,2024-06-26,,False,False,False,
203,183.0,19,2025-12-01,2025-12-24,True,True,False,
204,253.0,17,2025-07-08,,False,False,False,
205,414.0,9,2025-12-24,,False,True,False,
206,178.0,10,2024-08-10,2024-08-17,True,False,True,2024-08-26
207,205.0,17,2025-10-22,2025-11-17,True,False,False,
208,490.0,32,2025-11-23,2025-12-10,True,False,True,2025-12-11
209,172.0,27,2025-04-11,,False,False,False,
210,446.0,4,2025-09-03,2025-10-01,True,True,False,
211,92.0,33,2025-08-15,,False,False,False,
212,160.0,13,2025-12-06,2025-12-30,True,True,True,2026-01-03
213,172.0,33,2025-07-05,2025-07-16,True,True,True,2025-07-24
214,363.0,25,2025-06-02,2025-06-10,True,True,False,
215,321.0,11,2024-12-06,2024-12-13,True,False,False,
216,21.0,13,2025-05-28,2025-06-09,True,True,True,2025-06-11
217,315.0,13,2025-10-06,2025-10-21,True,True,False,
218,222.0,30,2024-11-09,2024-11-22,True,True,True,2024-11-30
219,,39,2024-05-28,,False,False,False,
220,188.0,40,2024-10-30,2024-11-26,True,False,False,
221,407.0,22,2025-12-17,,False,True,False,
222,112.0,1,2025-08-23,2025-09-08,True,False,True,2025-09-14
223,90.0,9,2025-11-20,,False,False,False,
224,147.0,40,2025-12-23,2026-01-20,True,True,True,2026-01-28
225,298.0,36,2025-07-23,,False,False,False,
226,343.0,11,2025-02-27,,False,False,False,
227,144.0,29,2025-12-19,2026-01-02,True,True,True,2026-01-10
228,433.0,20,2025-01-30,2025-02-23,True,False,True,2025-03-06
229,185.0,35,2025-01-04,,False,True,False,
230,454.0,29,2025-03-24,,False,False,False,
231,186.0,34,2025-09-18,2025-10-13,True,False,False,
232,412.0,20,2024-09-02,,False,True,False,
233,468.0,2,2024-07-23,,False,False,False,
234,167.0,24,2024-09-01,,False,True,False,
235,370.0,6,2025-01-07,,False,True,False,
236,109.0,1,2025-11-18,2025-11-23,True,False,True,2025-12-07
237,452.0,17,2025-12-02,,False,True,False,
238,461.0,21,2025-12-17,,False,True,False,
239,161.0,24,2025-12-31,2026-01-06,True,False,False,
240,219.0,3,2025-12-05,,False,True,False,
241,456.0,19,2025-09-29,2025-10-03,True,True,False,
242,297.0,29,2025-06-21,2025-06-29,True,True,True,2025-07-04
243,229.0,10,2025-02-18,2025-02-27,True,False,False,
244,171.0,6,2025-12-05,2025-12-13,True,True,False,
245,7.0,28,2025-10-17,,False,True,False,
246,397.0,7,2024-12-12,2024-12-19,True,True,False,
247,242.0,32,2025-12-22,,False,True,False,
248,40.0,20,2025-09-01,2025-09-20,True,False,False,
249,453.0,19,2025-03-14,2025-04-08,True,True,False,
250,475.0,3,2024-12-22,,False,False,False,
251,24.0,29,2025-08-13,2025-08-23,True,False,True,2025-09-03
252,34.0,35,2025-06-20,,False,False,False,
253,391.0,16,2024-11-08,,False,False,False,
254,169.0,9,2025-12-16,2025-12-27,True,False,False,
255,367.0,1,2025-04-06,,False,False,False,
256,232.0,6,2025-10-18,2025-11-09,True,False,False,
257,356.0,23,2025-12-13,2026-01-08,True,False,True,2026-01-15
258,437.0,39,2025-01-30,,False,True,False,
259,70.0,38,2025-10-22,,False,True,False,
260,456.0,34,2025-09-10,,False,False,False,
261,446.0,20,2025-04-06,2025-04-15,True,False,True,2025-04-20
262,140.0,28,2025-06-11,2025-06-29,True,True,False,
263,30.0,3,2025-12-14,,False,False,False,
264,344.0,34,2025-12-28,,False,False,False,
265,425.0,39,2024-06-20,,False,True,False,
266,475.0,22,2025-02-14,,False,False,False,
267,392.0,19,2025-10-20,,False,True,False,
268,205.0,35,2025-07-08,2025-07-19,True,False,False,
269,418.0,33,2025-08-28,2025-09-04,True,True,False,
270,306.0,20,2025-07-21,,False,False,False,
271,120.0,33,2024-09-14,2024-09-25,True,True,False,
272,207.0,19,2025-11-21,,False,False,False,
273,154.0,14,2025-08-01,2025-08-19,True,True,False,
274,33.0,38,2024-12-27,,False,False,False,
275,71.0,13,2025-04-04,2025-04-10,True,True,False,
276,390.0,21,2025-09-19,,False,True,False,
277,444.0,14,2025-12-18,2025-12-28,True,False,True,2026-01-04
278,485.0,34,2025-02-20,2025-03-20,True,True,False,
279,144.0,17,2025-12-04,2025-12-09,True,True,False,
280,185.0,15,2025-11-12,2025-12-04,True,False,False,
281,114.0,2,2025-07-26,2025-08-19,True,True,False,
282,164.0,12,2024-06-13,,False,True,False,
283,444.0,20,2025-11-27,2025-12-10,True,False,False,
284,275.0,38,2024-09-19,2024-09-29,True,False,False,
285,215.0,38,2025-07-27,,False,False,False,
286,276.0,34,2025-12-20,2026-01-13,True,False,False,
287,130.0,22,2025-10-21,2025-10-29,True,False,False,
288,33.0,7,2024-08-02,,False,True,False,
289,419.0,22,2025-09-29,2025-10-19,True,True,False,
290,296.0,7,2025-09-09,,False,True,False,
291,337.0,3,2025-07-26,2025-07-30,True,True,False,
292,56.0,27,2025-10-27,,False,False,False,
293,35.0,20,2025-08-10,2025-08-19,True,False,False,
294,241.0,13,2025-12-17,2025-12-26,True,False,False,
295,253.0,29,2025-09-14,,False,True,False,
296,282.0,31,2025-12-21,2026-01-04,True,True,False,
297,82.0,37,2025-08-15,,False,False,False,
298,316.0,35,2025-01-21,2025-01-26,True,False,True,2025-02-02
299,300.0,6,2024-09-04,,False,True,False,
300,336.0,16,2025-11-07,,False,True,False,
301,421.0,24,2024-10-18,,False,False,False,
302,354.0,3,2024-04-20,,False,True,False,
303,42.0,2,2025-10-14,2025-10-24,True,False,False,
304,184.0,10,2025-05-09,,False,True,False,
305,124.0,23,2025-11-24,2025-12-05,True,False,False,
306,168.0,18,2025-08-15,2025-09-07,True,False,True,2025-09-21
307,62.0,8,2025-07-29,,False,False,False,
308,480.0,28,2025-10-08,,False,True,False,
309,475.0,22,2025-07-19,,False,True,False,
310,204.0,35,2025-08-22,,False,False,False,
311,118.0,40,2025-05-21,,False,False,False,
312,310.0,12,2025-01-23,,False,True,False,
313,114.0,13,2025-01-19,,False,True,False,
314,383.0,19,2024-09-09,2024-09-24,True,False,False,
315,121.0,39,2025-09-27,2025-10-01,True,True,True,2025-10-06
316,159.0,22,2025-12-03,2025-12-12,True,True,False,
317,483.0,30,2024-07-29,2024-08-14,True,True,False,
318,465.0,24,2025-09-09,,False,False,False,
319,414.0,30,2025-10-22,2025-10-25,True,True,True,2025-10-27
320,318.0,23,2024-07-25,2024-08-12,True,True,True,2024-08-14
321,147.0,28,2025-12-27,,False,False,False,
322,305.0,24,2025-08-05,,False,True,False,
323,421.0,5,2025-09-10,2025-09-24,True,False,True,2025-10-07
324,370.0,29,2025-07-27,,False,True,False,
325,196.0,39,2025-07-23,,False,True,False,
326,20.0,30,2025-12-30,2026-01-05,True,False,True,2026-01-07
327,339.0,5,2025-11-08,2025-12-02,True,True,True,2025-12-11
328,276.0,10,2025-12-25,2026-01-05,True,True,False,
329,111.0,30,2025-09-30,2025-10-12,True,True,True,2025-10-21
330,318.0,25,2025-09-24,,False,True,False,
331,141.0,33,2025-11-22,2025-12-21,True,True,False,
332,61.0,16,2025-01-29,2025-02-24,True,False,False,
333,221.0,10,2025-08-25,,False,False,False,
334,425.0,31,2024-07-17,,False,True,False,
335,22.0,3,2025-06-18,2025-07-04,True,False,False,
336,322.0,2,2025-11-07,,False,True,False,
337,17.0,28,2025-02-03,2025-02-16,True,True,True,2025-02-26
338,326.0,39,2025-02-10,2025-02-28,True,True,True,2025-03-01
339,184.0,39,2025-11-16,2025-12-13,True,False,True,2025-12-22
340,353.0,33,2025-10-05,,False,False,False,
341,348.0,32,2025-04-08,,False,False,False,
342,361.0,28,2025-09-26,2025-09-29,True,True,True,2025-09-30
343,320.0,28,2024-02-21,,False,False,False,
344,65.0,16,2025-01-04,,False,True,False,
345,469.0,27,2025-04-12,,False,True,False,
346,90.0,35,2025-07-12,,False,False,False,
347,435.0,38,2025-12-13,,False,True,False,
348,303.0,33,2025-06-04,,False,False,False,
349,260.0,32,2025-11-22,2025-12-16,True,True,False,
350,207.0,23,2025-05-17,2025-06-15,True,False,False,
351,439.0,23,2025-11-19,2025-12-12,True,False,True,2025-12-25
352,208.0,11,2024-05-14,2024-06-08,True,False,False,
353,55.0,25,2025-10-16,,False,False,False,
354,366.0,13,2024-09-22,2024-10-03,True,True,False,
355,405.0,8,2025-11-05,2025-11-22,True,True,True,2025-12-03
356,253.0,32,2025-08-23,2025-08-18,True,True,True,2025-09-11
357,281.0,9,2025-04-30,,False,True,False,
358,320.0,29,2025-09-09,2025-09-27,True,False,False,
359,389.0,34,2025-03-27,2025-04-07,True,False,False,
360,113.0,11,2025-03-13,,False,True,False,
361,248.0,15,2025-08-14,2025-09-11,True,True,True,2025-09-12
362,457.0,4,2025-12-03,2025-12-11,True,True,False,
363,10.0,7,2024-09-29,,False,False,False,
364,125.0,15,2025-02-27,2025-03-17,True,True,True,2025-03-20
365,332.0,2,2024-12-24,2024-12-31,True,False,False,
366,238.0,40,2025-12-12,,False,True,False,
367,247.0,25,2025-06-23,,False,False,False,
368,14.0,19,2024-09-08,2024-10-02,True,False,False,
369,477.0,15,2025-10-12,,False,False,False,
370,160.0,4,2025-12-30,2026-01-08,True,True,False,
371,491.0,23,2025-11-25,2025-12-10,True,True,True,2025-12-11
372,407.0,21,2025-06-15,2025-07-02,True,True,True,2025-07-04
373,11.0,37,2025-10-21,2025-10-27,True,True,False,
374,296.0,31,2025-08-11,2025-09-01,True,False,False,
375,140.0,37,2025-12-25,,False,False,False,
376,463.0,5,2024-12-09,2025-01-04,True,True,True,2025-01-15
377,357.0,20,2025-06-04,,False,False,False,
378,230.0,11,2025-10-24,,False,False,False,
379,492.0,31,2025-09-18,2025-09-22,True,False,False,
380,397.0,31,2025-04-30,,False,False,False,
381,489.0,1,2025-10-15,2025-10-31,True,True,True,2025-11-04
382,283.0,21,2025-12-08,,False,False,False,
383,357.0,13,2025-10-27,2025-11-24,True,False,False,
384,196.0,4,2025-08-11,,False,True,False,
385,267.0,20,2024-02-16,2024-03-15,True,False,False,
386,183.0,15,2025-09-09,2025-09-23,True,False,False,
387,432.0,21,2025-05-14,,False,True,False,
388,31.0,2,2025-12-12,,False,True,False,
389,302.0,34,2025-12-24,,False,False,False,
390,286.0,27,2025-11-01,2025-11-05,True,False,False,
391,213.0,40,2025-02-02,2025-02-07,True,True,False,
392,473.0,5,2025-08-08,2025-08-11,True,False,True,2025-08-17
393,30.0,34,2025-10-21,,False,True,False,
394,79.0,27,2025-10-23,2025-11-08,True,False,False,
395,382.0,9,2025-08-11,2025-08-15,True,True,False,
396,449.0,15,2025-06-23,2025-07-18,True,False,False,
397,327.0,23,2025-06-08,,False,True,False,
398,266.0,6,2025-10-02,,False,True,False,
399,172.0,36,2024-09-21,,False,False,False,
400,252.0,27,2025-01-19,2025-02-01,True,True,True,2025-02-07
401,170.0,32,2025-09-04,2025-09-19,True,True,False,
402,299.0,3,2025-05-29,,False,True,False,
403,383.0,16,2024-08-29,,False,True,False,
404,473.0,15,2025-08-24,,False,False,False,
405,217.0,35,2025-05-02,,False,True,False,
406,127.0,34,2024-06-21,2024-07-17,True,True,False,
407,462.0,25,2024-09-06,2024-09-29,True,True,False,
408,18.0,7,2025-12-07,2025-12-27,True,True,True,2026-01-03
409,82.0,39,2025-08-06,2025-08-22,True,False,True,2025-08-28
410,392.0,34,2025-07-18,,False,False,False,
411,483.0,11,2025-07-12,,False,True,False,
412,297.0,31,2024-07-09,2024-07-17,True,True,False,
413,422.0,39,2025-04-05,,False,False,False,
414,371.0,3,2025-08-17,,False,False,False,
415,59.0,9,2025-02-04,2025-02-12,True,False,False,
416,252.0,34,2025-06-30,2025-07-17,True,True,True,2025-07-27
417,393.0,19,2025-09-12,,False,True,False,
418,257.0,12,2025-12-11,,False,False,False,
419,223.0,34,2024-11-26,,False,False,False,
420,78.0,11,2025-03-28,,False,True,False,
421,455.0,7,2025-10-14,,False,False,False,
422,179.0,1,2025-02-21,2025-03-20,True,False,True,2025-03-27
423,49.0,7,2024-08-10,,False,True,False,
424,139.0,35,2025-10-09,,False,False,False,
425,445.0,39,2025-12-28,,False,False,False,
426,164.0,6,2024-12-26,2025-01-21,True,False,False,
427,33.0,14,2025-03-22,2025-03-17,True,False,True,2025-04-14
428,454.0,24,2025-08-17,2025-09-09,True,True,True,2025-09-10
429,488.0,8,2024-11-01,2024-11-19,True,False,False,
430,4.0,27,2025-03-17,2025-03-28,True,False,True,2025-03-29
431,22.0,31,2025-07-06,,False,False,False,
432,395.0,5,2025-12-21,2026-01-06,True,True,True,2026-01-14
433,497.0,23,2025-09-16,2025-10-04,True,False,True,2025-10-15
434,44.0,15,2025-07-02,,False,False,False,
435,299.0,1,2025-09-30,2025-10-25,True,True,True,2025-10-26
436,89.0,12,2025-04-16,,False,True,False,
437,218.0,39,2024-06-03,,False,True,False,
438,44.0,23,2025-10-21,,False,False,False,
439,249.0,28,2025-05-21,2025-06-18,True,True,True,2025-06-20
440,29.0,5,2025-08-28,2025-09-06,True,True,False,
441,455.0,26,2025-12-06,2025-12-16,True,False,False,
442,482.0,24,2025-12-06,,False,True,False,
443,354.0,12,2024-11-01,,False,True,False,
444,10.0,30,2024-07-11,,False,False,False,
445,216.0,18,2025-07-05,,False,False,False,
446,112.0,37,2025-05-14,2025-06-05,True,True,False,
447,386.0,13,2024-06-13,,False,False,False,
448,218.0,5,2024-02-01,2024-02-22,True,False,True,2024-03-06
449,275.0,7,2025-05-29,2025-06-25,True,True,True,2025-07-06
450,362.0,13,2025-10-13,,False,True,False,
451,170.0,22,2025-11-02,2025-11-12,True,False,False,
452,45.0,5,2025-12-07,,False,False,False,
453,306.0,28,2025-12-05,2026-01-01,True,True,True,2026-01-04
454,327.0,1,2024-12-19,2024-12-27,True,True,False,
455,491.0,13,2025-10-12,,False,False,False,
456,73.0,14,2024-10-13,,False,True,False,
457,191.0,20,2025-02-08,2025-03-07,True,False,False,
458,32.0,36,2025-01-18,,False,False,False,
459,71.0,36,2024-02-04,,False,True,False,
460,287.0,10,2025-12-30,2026-01-03,True,False,False,
461,213.0,5,2024-12-24,2024-12-31,True,False,False,
462,437.0,21,2025-06-22,2025-07-20,True,False,True,2025-08-03
463,139.0,21,2024-12-03,,False,True,False,
464,316.0,31,2025-04-19,,False,True,False,
465,125.0,19,2025-03-22,2025-04-11,True,True,False,
466,409.0,33,2025-11-22,,False,True,False,
467,414.0,17,2025-08-31,,False,True,False,
468,463.0,2,2025-07-09,,False,False,False,
469,396.0,33,2025-12-11,,False,False,False,
470,308.0,35,2025-11-18,,False,False,False,
471,304.0,2,2025-07-28,2025-08-02,True,True,True,2025-08-11
472,389.0,33,2024-09-05,2024-09-08,True,True,True,2024-09-10
473,4.0,34,2025-02-23,,False,True,False,
474,432.0,36,2024-12-18,,False,False,False,
475,377.0,11,2024-08-14,,False,False,False,
476,461.0,36,2025-03-26,2025-04-07,True,False,False,
477,171.0,3,2025-04-15,,False,True,False,
478,288.0,28,2025-12-11,2025-12-20,True,False,False,
479,19.0,26,2025-07-22,2025-08-14,True,True,False,
480,18.0,8,2025-08-03,2025-08-28,True,False,False,
481,206.0,36,2025-09-03,2025-09-20,True,True,False,
482,488.0,37,2024-03-20,2024-04-10,True,True,True,2024-04-13
483,19.0,21,2025-11-03,,False,True,False,
484,45.0,35,2025-09-01,,False,True,False,
485,201.0,4,2025-08-04,2025-08-24,True,True,True,2025-08-25
486,70.0,12,2025-11-17,2025-12-10,True,True,True,2025-12-20
487,269.0,15,2025-10-22,,False,False,False,
488,241.0,27,2025-11-26,2025-12-13,True,True,False,
489,366.0,21,2025-08-13,2025-09-09,True,True,False,
490,66.0,29,2025-08-01,2025-08-30,True,True,False,
491,29.0,32,2025-08-05,,False,False,False,
492,310.0,19,2024-05-13,,False,False,False,
493,73.0,5,2025-02-26,2025-03-18,True,False,False,
494,167.0,16,2024-09-02,2024-09-16,True,True,False,
495,386.0,35,2025-02-15,,False,False,False,
496,105.0,24,2025-09-16,,False,True,False,
497,126.0,16,2025-12-11,,False,False,False,
498,301.0,31,2025-07-07,2025-07-22,True,False,False,
499,304.0,14,2025-12-08,,False,True,False,
500,27.0,38,2025-11-15,,False,False,False,
501,319.0,33,2025-12-06,,False,False,False,
502,135.0,26,2025-11-06,2025-11-22,True,False,False,
503,366.0,40,2025-10-07,,False,False,False,
504,90.0,18,2025-10-20,,False,False,False,
505,465.0,2,2025-08-15,2025-08-23,True,True,False,
506,325.0,40,2025-02-19,,False,False,False,
507,268.0,34,2025-06-27,,False,True,False,
508,111.0,31,2025-09-27,,False,False,False,
509,28.0,8,2024-09-25,2024-10-18,True,False,False,
